1993-94,1993-09-11T05:30:00.000+05:30,West Ham,Swindon,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-12T05:30:00.000+05:30,Liverpool,Blackburn,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-13T05:30:00.000+05:30,Newcastle,Sheffield Weds,4,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Blackburn,West Ham,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Coventry,Chelsea,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Everton,Liverpool,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Ipswich,Aston Villa,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Leeds,Sheffield United,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,QPR,Norwich,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Sheffield Weds,Southampton,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Swindon,Newcastle,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-18T05:30:00.000+05:30,Tottenham,Oldham,5,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-19T05:30:00.000+05:30,Man United,Arsenal,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-20T05:30:00.000+05:30,Wimbledon,Man City,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Arsenal,Southampton,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Blackburn,Sheffield Weds,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Chelsea,Liverpool,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Coventry,Leeds,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Everton,Norwich,1,5,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Man United,Swindon,4,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Newcastle,West Ham,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Oldham,Aston Villa,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-25T05:30:00.000+05:30,Sheffield United,Man City,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-09-26T05:30:00.000+05:30,Ipswich,Tottenham,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-09-27T05:30:00.000+05:30,Wimbledon,QPR,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Aston Villa,Newcastle,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Leeds,Wimbledon,4,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Liverpool,Arsenal,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Norwich,Coventry,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,QPR,Ipswich,3,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Sheffield Weds,Man United,2,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Southampton,Sheffield United,3,3,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,Swindon,Blackburn,1,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-02T05:30:00.000+05:30,West Ham,Chelsea,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-03T05:30:00.000+05:30,Tottenham,Everton,3,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-04T05:30:00.000+05:30,Man City,Oldham,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Arsenal,Man City,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Chelsea,Norwich,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Coventry,Southampton,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Liverpool,Oldham,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Man United,Tottenham,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Newcastle,QPR,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Sheffield Weds,Wimbledon,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,Swindon,Everton,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-16T05:30:00.000+05:30,West Ham,Aston Villa,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-17T05:30:00.000+05:30,Ipswich,Leeds,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-18T05:30:00.000+05:30,Blackburn,Sheffield United,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Aston Villa,Chelsea,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Everton,Man United,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Leeds,Blackburn,3,3,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Man City,Liverpool,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Norwich,West Ham,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Oldham,Arsenal,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,QPR,Coventry,5,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Sheffield United,Sheffield Weds,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-23T05:30:00.000+05:30,Tottenham,Swindon,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-24T05:30:00.000+05:30,Southampton,Newcastle,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-25T05:30:00.000+05:30,Wimbledon,Ipswich,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Arsenal,Norwich,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Blackburn,Tottenham,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Chelsea,Oldham,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Ipswich,Everton,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Liverpool,Southampton,4,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Man United,QPR,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Newcastle,Wimbledon,4,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Sheffield Weds,Leeds,3,3,D,"","","","","","","","","","","","","","","",""
1993-94,1993-10-30T05:30:00.000+05:30,Swindon,Aston Villa,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-10-31T05:30:00.000+05:30,Coventry,Sheffield United,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-01T05:30:00.000+05:30,West Ham,Man City,3,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Arsenal,Aston Villa,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Coventry,Everton,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Ipswich,Sheffield Weds,1,4,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Leeds,Chelsea,4,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Liverpool,West Ham,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,QPR,Blackburn,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Sheffield United,Norwich,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Southampton,Tottenham,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-06T05:30:00.000+05:30,Wimbledon,Swindon,3,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-07T05:30:00.000+05:30,Man City,Man United,2,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-08T05:30:00.000+05:30,Oldham,Newcastle,1,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Aston Villa,Sheffield United,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Blackburn,Southampton,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Chelsea,Arsenal,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Everton,QPR,0,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Man United,Wimbledon,3,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Norwich,Man City,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Sheffield Weds,Coventry,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Swindon,Ipswich,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,Tottenham,Leeds,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-20T05:30:00.000+05:30,West Ham,Oldham,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-21T05:30:00.000+05:30,Newcastle,Liverpool,3,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-22T05:30:00.000+05:30,Chelsea,Man City,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-23T05:30:00.000+05:30,Blackburn,Coventry,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-23T05:30:00.000+05:30,Everton,Leeds,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Aston Villa,Southampton,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Man United,Ipswich,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Newcastle,Sheffield United,4,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Sheffield Weds,Oldham,3,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Swindon,QPR,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,Tottenham,Wimbledon,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-24T05:30:00.000+05:30,West Ham,Arsenal,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Arsenal,Newcastle,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Coventry,Man United,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Ipswich,Blackburn,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Leeds,Swindon,3,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Man City,Sheffield Weds,1,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Oldham,Norwich,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,QPR,Tottenham,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Sheffield United,Chelsea,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-27T05:30:00.000+05:30,Wimbledon,Everton,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-11-28T05:30:00.000+05:30,Liverpool,Aston Villa,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-11-29T05:30:00.000+05:30,Southampton,West Ham,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Coventry,Arsenal,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Everton,Southampton,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Ipswich,Oldham,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Leeds,Man City,3,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Man United,Norwich,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,QPR,Aston Villa,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Sheffield Weds,Liverpool,3,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Swindon,Sheffield United,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Tottenham,Newcastle,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-04T05:30:00.000+05:30,Wimbledon,West Ham,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-05T05:30:00.000+05:30,Blackburn,Chelsea,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-06T05:30:00.000+05:30,Arsenal,Tottenham,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-07T05:30:00.000+05:30,Oldham,Swindon,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-07T05:30:00.000+05:30,Sheffield United,Man United,0,3,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-08T05:30:00.000+05:30,Aston Villa,Sheffield Weds,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-08T05:30:00.000+05:30,Liverpool,QPR,3,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-08T05:30:00.000+05:30,Man City,Everton,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-08T05:30:00.000+05:30,Southampton,Ipswich,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-08T05:30:00.000+05:30,West Ham,Leeds,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Aston Villa,Wimbledon,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Chelsea,Ipswich,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Liverpool,Swindon,2,2,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Man City,Tottenham,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Newcastle,Man United,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Oldham,Blackburn,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Sheffield United,Everton,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,Southampton,QPR,0,1,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-11T05:30:00.000+05:30,West Ham,Coventry,3,2,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-12T05:30:00.000+05:30,Arsenal,Sheffield Weds,1,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-13T05:30:00.000+05:30,Norwich,Leeds,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Blackburn,Man City,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Coventry,Oldham,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Everton,Newcastle,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Ipswich,Norwich,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Leeds,Arsenal,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Sheffield Weds,West Ham,5,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Swindon,Southampton,2,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Tottenham,Liverpool,3,3,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-18T05:30:00.000+05:30,Wimbledon,Sheffield United,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-19T05:30:00.000+05:30,Man United,Aston Villa,3,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-22T05:30:00.000+05:30,Newcastle,Leeds,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-26T05:30:00.000+05:30,Man United,Blackburn,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-26T05:30:00.000+05:30,Sheffield United,Liverpool,0,0,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-26T05:30:00.000+05:30,Wimbledon,Coventry,1,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,Everton,Sheffield Weds,0,2,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,Ipswich,West Ham,1,1,D,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,QPR,Oldham,2,0,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,Southampton,Chelsea,3,1,H,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,Swindon,Arsenal,0,4,A,"","","","","","","","","","","","","","","",""
1993-94,1993-12-27T05:30:00.000+05:30,Tottenham,Norwich,1,3,A,"","","","","","","","","","","","","","","",""
